Año,Universidad,Carrera,H,M,Matricula
2015,CENTRO UNIVERSITARIO DE DIRECCIÓN EMPRESARIAL,LICENCIATURA EN DIRECCIÓN DE NEGOCIOS,6,5,11
2015,CENTRO UNIVERSITARIO HISPANA,LICENCIATURA EN ADMINISTRACIÓN,11,13,24
2015,CENTRO UNIVERSITARIO HISPANA,LICENCIATURA EN CONTADURÍA,27,30,57
2015,CENTRO UNIVERSITARIO HISPANA,LICENCIATURA EN DERECHO,77,83,160
2015,CENTRO UNIVERSITARIO HISPANA,LICENCIATURA EN EDUCACIÓN,15,80,95
2015,CENTRO UNIVERSITARIO HISPANA,LICENCIATURA EN PSICOLOGÍA,20,44,64
2015,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN ADMINISTRACIÓN,14,5,19
2015,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN ARQUITECTURA,10,3,13
2015,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN DERECHO,55,23,78
2015,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN DESARROLLO DE NEGOCIOS EMPRESARIALES,1,1,2
2015,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN INGENIERÍA ELECTRÓNICA,4,0,4
2015,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,0,1,1
2015,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN URBANISMO,5,0,5
2015,CENTRO UNIVERSITARIO INTEGRAL DE ZACATLÁN,LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA,0,5,5
2015,CENTRO UNIVERSITARIO INTEGRAL DE ZACATLÁN,LICENCIATURA EN INGENIERÍA EN COMPUTACIÓN,10,6,16
2015,CENTRO UNIVERSITARIO INTEGRAL DE ZACATLÁN,TÉCNICO SUPERIOR UNIVERSITARIO EN COMPUTACIÓN,1,2,3
2015,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN ANIMACIÓN DIGITAL,11,44,55
2015,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN CRIMINALÍSTICA Y CRIMINOLOGÍA,44,58,102
2015,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN DERECHO,34,29,63
2015,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN GASTRONOMÍA,9,11,20
2015,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN INGENIERÍA CIVIL,96,16,112
2015,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN INGENIERÍA MECÁNICA AUTOMOTRIZ,57,4,61
2015,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN INGENIERÍA MECATRÓNICA,13,2,15
2015,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS,2,5,7
2015,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN COMERCIO EXTERIOR,1,1,2
2015,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN CONTADURÍA FISCAL,1,1,2
2015,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN DERECHO CORPORATIVO,13,2,15
2015,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN IDIOMAS,1,1,2
2015,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,4,0,4
2015,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN MERCADOTECNIA,4,2,6
2015,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN ADMINISTRACIÓN,34,54,88
2015,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN COMUNICACIÓN Y PERIODISMO,13,18,31
2015,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN CONTADURÍA,36,62,98
2015,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN DERECHO,76,86,162
2015,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN DISEÑO GRÁFICO,4,5,9
2015,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN PEDAGOGÍA,78,205,283
2015,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN PSICOLOGÍA,33,123,156
2015,"COLEGIO DE ALTA DIRECCIÓN DE EMPRESAS, A.C.",LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,7,16,23
2015,"COLEGIO DE ALTA DIRECCIÓN DE EMPRESAS, A.C.",LICENCIATURA EN ALTA DIRECCIÓN DE EMPRESAS,4,3,7
2015,"COLEGIO DE ALTA DIRECCIÓN DE EMPRESAS, A.C.",LICENCIATURA EN DERECHO Y CONSULTORÍA LEGAL,10,4,14
2015,"COLEGIO DE ALTA DIRECCIÓN DE EMPRESAS, A.C.",LICENCIATURA EN DISEÑO Y CONSULTORÍA DE IMAGEN PERSONAL Y CORPORATIVA,1,64,65
2015,COLEGIO DE ENFERMERÍA EMMANUEL,LICENCIATURA EN ENFERMERÍA,51,186,237
2015,COLEGIO FROEBEL,LICENCIATURA EN EDUCACIÓN FÍSICA,28,6,34
2015,COLEGIO FROEBEL,LICENCIATURA EN INFORMÁTICA,16,9,25
2015,COLEGIO FROEBEL,LICENCIATURA EN LENGUAS EXTRANJERAS,25,48,73
2015,COLEGIO FROEBEL,LICENCIATURA EN PSICOLOGÍA,24,67,91
2015,COLEGIO FROEBEL,LICENCIATURA EN TRABAJO SOCIAL,5,97,102
2015,COLEGIO LIBRE DE ESTUDIOS UNIVERSITARIOS,LICENCIATURA EN CRIMINOLOGÍA Y CRIMINALÍSTICA,77,47,124
2015,COLEGIO LIBRE DE ESTUDIOS UNIVERSITARIOS,"LICENCIATURA EN CRIMINOLOGÍA, CRIMINALÍSTICA Y TÉCNICAS PERICIALES",261,313,574
2015,COLEGIO LIBRE DE ESTUDIOS UNIVERSITARIOS,LICENCIATURA EN PSICOLOGÍA CRIMINOLÓGICA,5,22,27
2015,COLEGIO MIGUEL HIDALGO,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,73,73
2015,COLEGIO MIGUEL HIDALGO,LICENCIATURA EN EDUCACIÓN PRIMARIA,12,23,35
2015,COLEGIO MIGUEL HIDALGO,LICENCIATURA EN PAIDOLOGIA Y DESARROLLO INFANTIL,0,3,3
2015,COLEGIO MINIMALISTA DE CIENCIAS PENALES,LICENCIATURA EN CIENCIAS PENALES,212,262,474
2015,COLEGIO MINIMALISTA DE CIENCIAS PENALES,LICENCIATURA EN CRIMINALÍSTICA,94,100,194
2015,COLEGIO MINIMALISTA DE CIENCIAS PENALES,LICENCIATURA EN CRIMINO-VICTIMALES,40,76,116
2015,COLEGIO UNIVERSITARIO DE PUEBLA A.C.,LICENCIATURA EN DERECHO,9,9,18
2015,COLEGIO UNIVERSITARIO TOLTECA DE MÉXICO A.C.,LICENCIATURA EN ADMINISTRACIÓN PÚBLICA Y CIENCIAS POLÍTICAS,15,11,26
2015,COLEGIO UNIVERSITARIO TOLTECA DE MÉXICO A.C.,LICENCIATURA EN DERECHO,20,22,42
2015,COLEGIO UNIVERSITARIO TOLTECA DE MÉXICO A.C.,LICENCIATURA EN INGENIERÍA INDUSTRIAL,14,1,15
2015,"COMPUMMUNICATE, INSTITUTO DE COMPUTO E INGLES",LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,3,3,6
2015,"COMPUMMUNICATE, INSTITUTO DE COMPUTO E INGLES",LICENCIATURA EN INGLÉS PARA LA COMUNICACIÓN INTERNACIONAL,1,6,7
2015,CONSERVATORIO DE MÚSICA DEL ESTADO DE PUEBLA,LICENCIATURA EN MÚSICA,132,42,174
2015,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,INGENIERÍA DE SOFTWARE,33,5,38
2015,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN ADMINISTRACIÓN Y SISTEMAS,23,26,49
2015,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN DISEÑO INTERACTIVO,16,9,25
2015,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN INGENIERÍA INDUSTRIAL Y SISTEMAS,89,26,115
2015,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN MERCADOTECNIA Y SISTEMAS,5,12,17
2015,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN NEGOCIOS INTERNACIONALES,5,3,8
2015,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN SISTEMAS COMPUTACIONALES,54,18,72
2015,DESARROLLO TRANSPERSONAL INSTITUTO UNIVERSITARIO,LICENCIATURA EN PSICOLOGÍA,1,4,5
2015,DESARROLLO TRANSPERSONAL INSTITUTO UNIVERSITARIO,LICENCIATURA EN PUERICULTURA,0,22,22
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",INGENIERÍA EN INTELIGENCIA DEL MERCADO,1,0,1
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",INGENIERÍA EN SISTEMAS DE LOGÍSTICA,1,0,1
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN ADMINISTRACIÓN,22,15,37
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,31,26,57
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN COMERCIO INTERNACIONAL,16,19,35
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN DERECHO,30,21,51
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN DISEÑO GRÁFICO,27,27,54
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN INGENIERÍA EN DESARROLLO DE SOFTWARE,7,2,9
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,103,20,123
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN INGENIERÍA INDUSTRIAL,59,33,92
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS,46,19,65
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN INTELIGENCIA DE MERCADOS,1,0,1
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN MERCADOTECNIA,18,19,37
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN NEGOCIOS INTERNACIONALES,3,7,10
2015,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",ESCUELA DE COMUNICACIÓN Y CIENCIAS HUMANAS,132,144,276
2015,ESCUELA DE COMUNICACIÓN Y CIENCIAS HUMANAS,LICENCIATURA EN COMUNICACIÓN,132,144,276
2015,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,4,6,10
2015,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN CONTADURÍA PÚBLICA,5,10,15
2015,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES,7,12,19
2015,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN DISEÑO GRÁFICO,7,4,11
2015,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN INGENIERÍA INDUSTRIAL,5,0,5
2015,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN INGENIERÍA QUÍMICA,1,3,4
2015,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN SISTEMAS COMPUTACIONALES APLICADOS A LA ADMINISTRACIÓN,13,4,17
2015,ESCUELA DE ESTUDIOS SUPERIORES EN MEDICINAS ALTERNATIVAS Y COMPLEMENTARIAS,LICENCIATURA EN COSMETRÍA Y MÉTODOS ALTERNATIVOS Y COMPLEMENTARIOS,1,12,13
2015,ESCUELA DE ESTUDIOS SUPERIORES EN MEDICINAS ALTERNATIVAS Y COMPLEMENTARIAS,LICENCIATURA EN MEDICINAS ALTERNATIVAS Y COMPLEMENTARIAS,38,76,114
2015,ESCUELA DE GASTRONOMÍA MARIA REYNA,LICENCIATURA EN GASTRONOMÍA,51,41,92
2015,ESCUELA DE JURISPRUDENCIA Y HUMANIDADES,LICENCIATURA EN COMUNICACIÓN,20,45,65
2015,ESCUELA DE JURISPRUDENCIA Y HUMANIDADES,LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES,68,98,166
2015,ESCUELA DE JURISPRUDENCIA Y HUMANIDADES DE PUEBLA,LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES,0,0,0
2015,ESCUELA DE LICENCIATURA EN TRABAJO SOCIAL IN-VÍA,LICENCIATURA EN TRABAJO SOCIAL,4,14,18
2015,"ESCUELA LIBRE DE DERECHO DE PUEBLA, A.C.",LICENCIATURA EN DERECHO,246,247,493
2015,ESCUELA LIBRE DE PSICOLOGÍA,LICENCIATURA EN PSICOLOGÍA,246,699,945
2015,ESCUELA NORMAL OFICIAL LIC. BENITO JUÁREZ,LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN INTELECTUAL,9,75,84
2015,ESCUELA NORMAL OFICIAL LIC. BENITO JUÁREZ,LICENCIATURA EN EDUCACIÓN PRIMARIA INTERCULTURAL BILINGÜE,32,89,121
2015,ESCUELA NORMAL OFICIAL LIC. BENITO JUÁREZ,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,69,97,166
2015,ESCUELA NORMAL PARTICULAR INCORPORADA YERMO Y PARRES,LICENCIATURA EN EDUCACIÓN PRIMARIA,1,58,59
2015,ESCUELA NORMAL PARTICULAR LIC. ADOLFO LOPEZ MATEOS,LICENCIATURA EN EDUCACIÓN PRIMARIA,21,57,78
2015,ESCUELA NORMAL PRIMARIA PROF. JESÚS MERINO NIETO,LICENCIATURA EN EDUCACIÓN PRIMARIA,27,80,107
2015,ESCUELA NORMAL PRIMARIA PROF. JESÚS MERINO NIETO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,60,92,152
2015,ESCUELA NORMAL PRIMARIA SOR JUANA INÉS DE LA CRUZ,LICENCIATURA EN EDUCACIÓN PRIMARIA,27,103,130
2015,ESCUELA NORMAL PROF. DARIO RODRIGUEZ CRUZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR,3,82,85
2015,ESCUELA NORMAL PROF. DARIO RODRIGUEZ CRUZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR INTERCULTURAL BILINGÜE,0,30,30
2015,ESCUELA NORMAL PROF. DARIO RODRIGUEZ CRUZ,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,8,15,23
2015,ESCUELA NORMAL PROF. FIDEL MEZA Y SANCHEZ,LICENCIATURA EN EDUCACIÓN INICIAL,0,23,23
2015,ESCUELA NORMAL PROF. FIDEL MEZA Y SANCHEZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR,1,113,114
2015,ESCUELA NORMAL PROF. FIDEL MEZA Y SANCHEZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR INTERCULTURAL BILINGÜE,0,24,24
2015,ESCUELA NORMAL PROF. GUILLERMO MELGAREJO PALAFOX,LICENCIATURA EN EDUCACIÓN PRIMARIA,24,33,57
2015,ESCUELA NORMAL PUEBLA,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,63,63
2015,ESCUELA NORMAL PUEBLA,LICENCIATURA EN EDUCACIÓN PRIMARIA,9,28,37
2015,ESCUELA NORMAL RURAL CARMEN SERDÁN,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,29,29
2015,ESCUELA NORMAL RURAL CARMEN SERDÁN,LICENCIATURA EN EDUCACIÓN PRIMARIA,0,152,152
2015,ESCUELA NORMAL RURAL CARMEN SERDÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,0,161,161
2015,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,81,81
2015,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN PRIMARIA,26,60,86
2015,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,6,18,24
2015,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,10,6,16
2015,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN PREESCOLAR,5,52,57
2015,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA,27,24,51
2015,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,16,46,62
2015,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA,5,8,13
2015,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,9,4,13
2015,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,29,37,66
2015,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN INICIAL,0,29,29
2015,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,91,91
2015,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA,6,26,32
2015,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,17,54,71
2015,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA,3,5,8
2015,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,9,20,29
2015,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,15,37,52
2015,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA,26,48,74
2015,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,36,72,108
2015,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN FÍSICA,6,11,17
2015,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN FORMACIÓN CÍVICA Y ÉTICA,10,44,54
2015,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA,37,26,63
2015,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN LENGUA EXTRANJERA (INGLÉS),19,39,58
2015,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,32,53,85
2015,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN QUÍMICA,14,18,32
2015,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,9,7,16
2015,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN INICIAL,0,61,61
2015,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,88,88
2015,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,24,45,69
2015,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA,8,10,18
2015,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN LENGUA EXTRANJERA (INGLÉS),8,8,16
2015,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,17,22,39
2015,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,50,87,137
2015,ESCUELA NORMAL VICENTE DE PAUL,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,102,102
2015,ESCUELA NORMAL VICENTE DE PAUL,LICENCIATURA EN EDUCACIÓN PRIMARIA,7,31,38
2015,ESCUELA PROFESIONAL DE DISEÑO DE MODAS PUEBLA,LICENCIATURA EN DISEÑO DE MODAS EMPRESARIAL,2,10,12
2015,ESCUELA PROFESIONAL DE DISEÑO DE MODAS PUEBLA,LICENCIATURA EN EMPRESAS DE DISEÑO DE MODAS,5,22,27
2015,ESCUELA RUDOLPH DIESEL,LICENCIATURA EN ADMINISTRACIÓN,2,1,3
2015,ESCUELA RUDOLPH DIESEL,LICENCIATURA EN INGENIERÍA DE DISEÑO AUTOMOTRIZ,41,8,49
2015,ESCUELA RUDOLPH DIESEL,LICENCIATURA EN INGENIERÍA DE MANUFACTURA AUTOMOTRIZ,5,2,7
2015,ESCUELA RUDOLPH DIESEL,LICENCIATURA EN INGENIERÍA MECÁNICA AUTOMOTRIZ,"1,199",23,"1,222"
2015,ESCUELA RUDOLPH DIESEL,LICENCIATURA EN INGENIERÍA EN ALIMENTOS Y NUTRICIÓN,0,2,2
2015,ESCUELA SUPERIOR AUDIOVISUAL,LICENCIATURA EN PRODUCCIÓN DE MEDIOS,17,3,20
2015,ESCUELA SUPERIOR DE CHOLULA,LICENCIATURA EN DISEÑO GRÁFICO,0,0,0
2015,ESCUELA SUPERIOR DE CHOLULA,LICENCIATURA EN INGENIERÍA INDUSTRIAL,0,0,0
2015,ESCUELA SUPERIOR DE CHOLULA,LICENCIATURA EN SISTEMAS COMPUTACIONALES,0,0,0
2015,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN DISEÑO GRÁFICO,90,67,157
2015,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN INGENIERÍA EN ADMINISTRACIÓN INDUSTRIAL,25,18,43
2015,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN INGENIERÍA INDUSTRIAL,0,0,0
2015,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN MERCADOTECNIA,0,0,0
2015,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN MERCADOTECNIA ESTRATÉGICA,28,44,72
2015,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN SISTEMAS COMPUTACIONALES,25,9,34
2015,ESCUELA SUPERIOR DE DANZA FOLKLORICA MEXICANA CACATL,LICENCIATURA EN DANZA FOLKLÓRICA MEXICANA,33,28,61
2015,"ESCUELA SUPERIOR DE MEDICINA VETERINARIA Y ZOOTECNIA, A.C.",LICENCIATURA EN ADMINISTRACIÓN DE LA FAUNA SILVESTRE,25,18,43
2015,"ESCUELA SUPERIOR DE MEDICINA VETERINARIA Y ZOOTECNIA, A.C.",MÉDICO VETERINARIO ZOOTECNISTA,176,143,319
2015,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA,4,3,7
2015,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA CANTANTE,1,1,2
2015,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA FLAUTISTA,0,0,0
2015,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA GUITARRISTA,2,0,2
2015,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA PERCUSIONISTA,0,0,0
2015,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA PIANISTA,1,0,1
2015,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA VIOLINISTA,2,0,2
2015,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA SAXOFONISTA,1,0,1
2015,ESCUELA SUPERIOR DE TURISMO ROBERTO CAÑEDO MARTINEZ,LICENCIATURA EN ARTES GASTRONÓMICAS,19,37,56
2015,ESCUELA SUPERIOR DE TURISMO ROBERTO CAÑEDO MARTINEZ,LICENCIATURA EN HOTELERÍA Y GASTRONOMÍA,0,0,0
2015,ESCUELA SUPERIOR DE TURISMO ROBERTO CAÑEDO MARTINEZ,LICENCIATURA EN PUERICULTURA Y DESARROLLO INFANTIL,0,46,46
